Sample_number	N	Tick_Genus	Tick_species	Gender	Life_stage	Parasite	Bloodmeal	Animal host1	Animal host2	latitude	longtitude	colletion_date	Ecological_enviroment1	Ecological_enviroment2	Multiple_50km	Multiple_100km	meanpres	meanwind	meantemp	meanhum1	ssd	meanmaxtem	maxprec	meanmintem	meanprec	Zone_4	Zone_5	Clade	Clade_filtered	Province	Shannon_OTU95	Simpson_OTU95	OTU_new_Shannon_verfam2	OTU_new_Simpson_verfam2	Total_p1	Total_p2	Total_p4	Total_normalized	Total_vefam_normalized	Virus_rmEVE5_normalized	Excluded_lib	OTU_new_OV_verfam1	OTU_new_Chao1_verfam1	OTU_new_Shannon_verfam1	OTU_new_Simpson_verfam1	OTU_new_OV_verfam3	OTU_new_Chao1_verfam3	OTU_new_Shannon_verfam3	OTU_new_Simpson_verfam3	100km	10km	110km	120km	130km	140km	150km	160km	170km	180km	190km	200km	20km	30km	40km	50km	60km	70km	80km	90km	Jingmen_tick_virus_p5	Alongshan_virus_p5	Tamdy_virus_p5	Beiji_nairovirus_p5	Nairobi sheep_disease_virus_p5	Yezo_virus_p5	Thogoto_thogotovirus_p5	Songling_virus_p5	Severe_fever_with_thrombocytopenia_syndrome_virus_p5	Tacheng_tick_virus_2_p5	Eyach_virus_p5	Total_p5
241	20	4	15	2	1	1	1	4	4	125.70374	41.433494	05/01/2018	5	3	Multiple	Multiple	977.4160156	2.007400036	7.086780071	67.52179718	189.996994	30.00320053	120.2050018	-19.90430069	66.96269989	34	27	HL1	HLf1	Jilin	3.486469342	0.768507919	0.876271307	0.209886253	454.1126942	452.7472904	0.309148031	10707.59965	5240.162163	1707.914056	N	48	48	0.896861568	0.212648501	48	48	0.896861568	0.212648501	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0.051524672	0	0	0.025762336	0	0	0	0	0	0	0	0.077287008
381	12	4	15	1	nan	1	1	4	4	125.9399	41.729315	12/30/1899	5	3	Multiple	Multiple	968.9829712	2.015599966	6.581120014	67.35389709	189.9279938	29.86680031	110.6740036	-20.48929977	64.32260132	34	27	HL3	HLf2	Jilin	2.344151016	0.698753035	0.650288869	0.188581881	909.48933	908.8233984	0	7142.195587	2581.230528	701.3990449	N	53	53	0.674051437	0.191802086	53	53	0.674051437	0.191802086	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
383	14	4	15	1	nan	1	1	4	4	125.9399	41.729315	12/30/1899	5	3	Multiple	Multiple	968.9829712	2.015599966	6.581120014	67.35389709	189.9279938	29.86680031	110.6740036	-20.48929977	64.32260132	34	27	HL1	HLf1	Jilin	2.333271503	0.700670998	0.749891955	0.218673364	797.9716781	796.8963136	0	8143.786682	3172.683774	1031.428194	N	33	33	0.758768026	0.219775456	33	33	0.758768026	0.219775456	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
384	29	4	15	2	nan	1	1	4	4	125.9399	41.729315	12/30/1899	5	3	Multiple	Multiple	968.9829712	2.015599966	6.581120014	67.35389709	189.9279938	29.86680031	110.6740036	-20.48929977	64.32260132	37	30	HL3	HLf2	Jilin	1.489739478	0.400192817	1.505606505	0.381593649	822.1338416	821.2175448	0.010779963	10939.27959	1088.247996	531.1071935	N	59	59	1.580746339	0.391846113	59	59	1.580746339	0.391846113	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1151	12	4	15	1	1	1	1	4	4	118.54499	33.016936	05/03/2019	1	1	Single	Single	1011.969971	2.118669987	16.06920052	73.47979736	154.7389984	34.28839874	173.5149994	-1.733759999	94.31099701	37	30	HL5	HLf5	Jiangsu	1.701833112	0.497384937	0.501159176	0.108222171	425.1713727	418.9346757	0.019925549	7210.936767	1017.398551	1126.172125	N	43	43	0.564144211	0.118547671	43	43	0.564144211	0.118547671	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1414	5	4	15	1	1	2	2	2	2	119.683333	31.241389	07/02/2019	1	2	Single	Single	1014.539978	2.254859924	17.21369934	76.02719879	153.2030029	35.53239822	170.8800049	0.59791702	123.6910019	37	30	HL1	HLf1	Jiangsu	0.619740044	0.163108337	3.094260684	0.795432846	392.6575125	391.76603	0	11525.67988	111.7054568	170.2191253	N	34	34	3.153783349	0.799206054	34	34	3.153783349	0.799206054	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1415	5	4	15	1	1	2	2	2	2	118.615278	32.477222	08/10/2019	1	1	Single	Single	1012.679993	2.171350002	16.25449944	74.92310333	150.5420074	34.53269958	178.7559967	-1.480129957	98.85019684	29	23	HL1	HLf1	Jiangsu	1.069782996	0.282670029	2.908533041	0.796062358	217.0349926	216.9938738	0	6315.859116	4.759494225	551.8443379	N	22	22	2.964932617	0.799548287	22	22	2.964932617	0.799548287	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1416	5	4	15	1	1	2	2	2	2	118.615278	32.477222	08/10/2019	1	1	Single	Single	1012.679993	2.171350002	16.25449944	74.92310333	150.5420074	34.53269958	178.7559967	-1.480129957	98.85019684	29	23	HL1	HLf1	Jiangsu	0.729415636	0.188647375	1.97844127	0.513689831	261.203737	829.5178554	0	8063.513162	167.6613106	269.693411	N	31	31	2.013174448	0.517849475	31	31	2.013174448	0.517849475	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1417	9	4	15	1	1	2	2	2	2	118.615278	32.477222	08/10/2019	1	1	Single	Single	1012.679993	2.171350002	16.25449944	74.92310333	150.5420074	34.53269958	178.7559967	-1.480129957	98.85019684	40	32	HL1	HLf1	Jiangsu	1.990683737	0.550374334	1.824779144	0.521898159	239.6281327	238.5930544	0.03000227	8509.663926	255.3943257	3480.623379	N	35	35	1.930829442	0.533502486	35	35	1.930829442	0.533502486	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
504	9	4	15	1	1	2	1	2	2	118.57612	34.666202	09/02/2018	1	1	Single	Single	1011.820007	2.123899937	14.96640015	69.14040375	172.7859955	32.68830109	145.0509949	-4.420810223	73.53009796	40	32	HL5	HLf5	Jiangsu	1.502599011	0.453430404	0.233310545	0.046256899	979.6944741	983.9843116	0	11207.69979	1530.666221	1731.936771	N	40	40	0.252680958	0.049135144	40	40	0.252680958	0.049135144	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
505	17	4	15	1	1	1	1	4	4	118.57612	34.666202	09/02/2018	1	1	Single	Single	1011.820007	2.123899937	14.96640015	69.14040375	172.7859955	32.68830109	145.0509949	-4.420810223	73.53009796	40	32	HL5	HLf5	Jiangsu	2.113625094	0.649201167	0.150674002	0.02836831	1115.479435	1115.110621	0.014185173	8546.169439	2695.253761	187.7265771	N	34	34	0.163817215	0.030275769	34	34	0.163817215	0.030275769	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
506	17	4	15	1	1	1	1	4	4	118.57612	34.666202	09/02/2018	1	1	Single	Single	1011.820007	2.123899937	14.96640015	69.14040375	172.7859955	32.68830109	145.0509949	-4.420810223	73.53009796	8	9	HL5	HLf5	Jiangsu	2.216285027	0.651989479	0.222996043	0.044834042	1109.745152	1109.273207	0.013484145	8136.157936	2154.766408	377.8662017	N	40	40	0.240442524	0.047411497	40	40	0.240442524	0.047411497	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
507	17	4	15	1	1	1	1	4	4	118.57612	34.666202	09/02/2018	1	1	Single	Single	1011.820007	2.123899937	14.96640015	69.14040375	172.7859955	32.68830109	145.0509949	-4.420810223	73.53009796	7	8	HL5	HLf5	Jiangsu	1.929620215	0.536021116	0.571087646	0.131867468	1250.15918	1249.727081	0.236957365	10327.34071	838.5363595	384.9023925	N	44	44	0.623100061	0.140217676	44	44	0.623100061	0.140217676	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.055754674	0	0	0	0	0	0	0	0	0	0	0.055754674
508	14	4	15	1	1	1	1	4	4	115.33673	34.096055	09/02/2018	1	1	Single	Single	1011.159973	2.074939966	15.56599998	69.31490326	158.2579956	34.05580139	166.1269989	-3.729279995	60.91799927	11	14	HL5	HLf5	Jiangsu	1.998089813	0.558697108	0.372500014	0.077141852	1264.265729	1263.805494	0.019176461	10730.62988	1476.587507	116.6695895	N	38	38	0.389784589	0.079699753	38	38	0.389784589	0.079699753	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
509	18	4	15	1	1	1	1	4	4	118.32328	32.831666	09/02/2018	1	1	Single	Single	1012.210022	2.203210115	15.9847002	74.6957016	154.878006	34.31629944	175.3860016	-2.075750113	93.18759918	11	14	HL5	HLf5	Jiangsu	2.346212479	0.644024934	0.458943943	0.100383481	1371.8133	1371.181928	0	8793.414623	1218.056703	297.0429416	N	42	42	0.502406002	0.107358484	42	42	0.502406002	0.107358484	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
582	10	4	15	1	1	2	2	1	1	115.545	28.63666667	05/18/2018	1	2	Multiple	Multiple	992.5629883	1.85611999	17.95999908	77.23809814	133.4929962	35.14440155	190.7259979	2.413749933	154.8600006	44	36	HL1	HLf1	Jiangxi	1.948266	0.606113729	0.846481281	0.232149467	1159.030193	4338.877918	1.647288961	13091.02857	2239.860563	936.4837742	N	42	42	0.852912036	0.232866915	42	42	0.852912036	0.232866915	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0.348018794	0	0	0	0	0	0	0	0	0	0	0.348018794
331	15	4	15	1	nan	1	1	4	4	119.40267	41.158027	12/30/1899	2	1	Single	Single	966.2269897	2.460829973	9.316690445	51.29790115	216.6750031	31.01790047	149.423996	-16.69560051	45.67200089	12	14	HL2	HLf2	Liaoning	2.221521373	0.673970532	0.9542711	0.306166657	830.8220776	2876.597973	0.053537524	9700.276726	4369.839844	2079.384076	N	48	48	0.981370615	0.309344874	48	48	0.981370615	0.309344874	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
332	15	4	15	1	nan	1	1	4	4	119.40267	41.158027	12/30/1899	2	1	Single	Single	966.2269897	2.460829973	9.316690445	51.29790115	216.6750031	31.01790047	149.423996	-16.69560051	45.67200089	12	14	HL2	HLf2	Liaoning	1.873977576	0.592488524	0.472510256	0.132061487	863.9376356	871.8772438	0	9205.578686	2711.977673	383.868025	N	39	39	0.493565917	0.135013265	39	39	0.493565917	0.135013265	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
335	20	4	15	2	nan	1	1	4	4	119.40267	41.158027	12/30/1899	2	1	Single	Single	966.2269897	2.460829973	9.316690445	51.29790115	216.6750031	31.01790047	149.423996	-16.69560051	45.67200089	12	14	HL2	HLf2	Liaoning	1.788931797	0.496746605	1.789987582	0.606965601	997.4448571	4992.816301	0	11998.26336	3260.231709	2737.625683	N	48	48	1.818747697	0.609109662	48	48	1.818747697	0.609109662	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
336	20	4	15	2	nan	1	1	4	4	119.40267	41.158027	12/30/1899	2	1	Single	Single	966.2269897	2.460829973	9.316690445	51.29790115	216.6750031	31.01790047	149.423996	-16.69560051	45.67200089	12	14	HL2	HLf2	Liaoning	1.827921728	0.49321125	1.906717384	0.652637946	1056.907729	5799.039085	0	11826.27321	2574.930436	3600.474357	N	53	53	1.961134631	0.656649969	53	53	1.961134631	0.656649969	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
389	14	4	15	1	nan	1	1	4	4	121.252849	38.845524	12/30/1899	1	3	Single	Single	1007.090027	3.040119886	12.19439983	60.97159958	214.5240021	30.32990074	154.1690063	-7.7260499	44.25469971	12	14	HL5	HLf5	Liaoning	2.424649597	0.717881991	0.858432481	0.281876195	900.9383273	900.4005108	0	8813.020476	2103.484174	739.7248296	N	47	47	0.880244314	0.284543096	47	47	0.880244314	0.284543096	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
390	17	4	15	1	nan	1	1	4	4	119.41064	41.241303	12/30/1899	2	1	Single	Single	962.4979858	2.452739954	9.190699577	50.44810104	217.3600006	30.92959976	147.7660065	-16.8314991	44.27320099	12	14	HL2	HLf2	Liaoning	1.810831635	0.531723881	1.246623714	0.439935379	1104.676755	2281.874239	0.01176139	13258.70857	3396.889256	1948.48589	N	49	49	1.268139051	0.442035063	50	50	1.268172174	0.442036976	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
391	17	4	15	1	nan	1	1	4	4	119.41064	41.241303	12/30/1899	2	1	Single	Single	962.4979858	2.452739954	9.190699577	50.44810104	217.3600006	30.92959976	147.7660065	-16.8314991	44.27320099	11	7	HL2	HLf2	Liaoning	1.709878614	0.521288303	0.479199447	0.119565766	979.5476874	977.0050127	0.010130178	9979.73468	1980.004062	207.1621391	N	47	47	0.50374708	0.123094619	48	48	0.503780988	0.123097575	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
392	17	4	15	1	nan	1	1	4	4	119.41064	41.241303	12/30/1899	2	1	Single	Single	962.4979858	2.452739954	9.190699577	50.44810104	217.3600006	30.92959976	147.7660065	-16.8314991	44.27320099	11	7	HL2	HLf2	Liaoning	1.419084666	0.410754943	1.216216549	0.458180458	3224.987553	3216.498638	0.104371907	13442.92766	2163.768794	664.118444	N	36	36	1.238211412	0.460322984	37	37	1.238448774	0.460338731	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
393	20	4	15	2	nan	1	1	4	4	119.41064	41.241303	12/30/1899	2	1	Single	Single	962.4979858	2.452739954	9.190699577	50.44810104	217.3600006	30.92959976	147.7660065	-16.8314991	44.27320099	21	14	HL2	HLf2	Liaoning	1.386463799	0.378549569	1.517707722	0.475804909	1287.923315	3203.371124	0.035954421	15018.58112	1583.420717	1320.234355	N	45	45	1.566601345	0.480902656	45	45	1.566601345	0.480902656	Single	Single	Single	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
396	14	4	15	1	nan	1	1	4	4	121.252849	38.845524	12/30/1899	1	3	Single	Single	1007.090027	3.040119886	12.19439983	60.97159958	214.5240021	30.32990074	154.1690063	-7.7260499	44.25469971	21	14	HL5	HLf5	Liaoning	2.612796049	0.706119438	1.337061933	0.450090205	1041.452551	7384.614599	0.015020156	13936.97738	3083.457769	4742.824515	N	45	45	1.352633154	0.451515251	46	46	1.352681172	0.451518074	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
397	14	4	15	1	nan	1	1	4	4	121.252849	38.845524	12/30/1899	1	3	Single	Single	1007.090027	3.040119886	12.19439983	60.97159958	214.5240021	30.32990074	154.1690063	-7.7260499	44.25469971	21	14	HL5	HLf5	Liaoning	1.339305221	0.374712367	1.302220563	0.493252726	1041.342319	1027.896277	0	15543.90898	1766.229191	3115.820452	N	35	35	1.320365061	0.494873605	35	35	1.320365061	0.494873605	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
417	25	4	15	1	1	2	1	1	1	123.09066	40.080904	08/01/2018	5	3	Single	Single	1009.190002	2.550610065	9.038359642	67.47180176	199.9750061	30.10899925	157.647995	-15.81980038	58.60739899	12	15	HL3	HLf3	Liaoning	1.038932741	0.293332961	0.776295023	0.279944893	1153.287788	41948.15401	0	20488.59368	2489.26683	1921.374255	N	34	34	0.786560813	0.281105942	35	35	0.788066332	0.281262547	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
420	15	4	15	1	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	12	15	HL3	HLf3	Liaoning	0.99706977	0.257597088	2.180715664	0.651960484	1408.187306	1401.812726	0	21600.04903	790.8443593	1119.562207	N	39	39	2.191576867	0.65262618	40	40	2.191694856	0.6526312	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
421	20	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	6	7	HL3	HLf3	Liaoning	1.783194384	0.456751879	1.441489519	0.404953941	1503.860484	2580.800543	0	18323.2735	3102.590534	6486.985156	N	56	56	1.461756811	0.407049873	56	56	1.461756811	0.407049873	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
422	23	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	21	14	HL3	HLf3	Liaoning	1.760673423	0.449822409	2.221176628	0.686763823	1496.39434	1481.492478	0	15853.34045	1184.948777	5631.532758	N	46	46	2.213753222	0.685497392	47	47	2.244831355	0.688244009	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
423	30	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	21	14	HL3	HLf3	Liaoning	2.377447634	0.618884077	2.418430986	0.722490428	1521.507711	1506.212928	0.02051614	17392.9782	2455.156206	11204.93085	N	63	63	2.430123648	0.723081664	64	64	2.430204746	0.72308436	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
424	30	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	5	6	HL3	HLf3	Liaoning	2.290483888	0.605392882	1.717692749	0.601857241	1474.028079	1463.084421	0	7292.626259	969.7319494	8685.155061	N	42	42	1.729747562	0.602685881	43	43	1.729985477	0.602697903	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
425	30	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	19	20	HL3	HLf3	Liaoning	2.017866882	0.535002327	2.043842242	0.663455501	1363.121709	5777.496395	0.130126514	17300.18063	812.1474588	8577.893336	N	59	59	2.071015143	0.665250324	60	60	2.071266221	0.665261336	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0.910885599	0	0	0	0	0.910885599
426	16	4	15	1	1	2	1	2	2	123.09066	40.080904	08/01/2018	5	3	Single	Single	1009.190002	2.550610065	9.038359642	67.47180176	199.9750061	30.10899925	157.647995	-15.81980038	58.60739899	19	20	HL3	HLf3	Liaoning	0.843774398	0.236055406	0.503634207	0.112103274	1267.966279	1265.706738	0	20618.33321	667.939468	27.68333526	N	43	43	0.55060015	0.119360374	44	44	0.551571263	0.11947604	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
427	16	4	15	2	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	21	14	HL3	HLf3	Liaoning	1.124037768	0.29270121	1.168590437	0.33775054	1635.351743	1684.979152	0	21835.90158	2084.156139	4256.25434	N	57	57	1.1986916	0.341240683	57	57	1.1986916	0.341240683	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
428	10	4	15	1	1	2	1	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	11	7	HL3	HLf3	Liaoning	0.922139173	0.253596473	1.317939035	0.520270497	1313.101795	1306.057005	0	23401.46776	1800.548244	1323.138411	N	37	37	1.335951758	0.521848212	37	37	1.335951758	0.521848212	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
429	30	4	15	2	1	2	1	3	3	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	11	7	HL3	HLf3	Liaoning	1.49658202	0.366273209	1.731409934	0.57204127	1373.779767	1365.764146	0.023820567	19186.10933	3071.614535	7530.455548	N	41	41	1.736611929	0.572395888	42	42	1.736706534	0.572400599	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
431	25	4	15	1	1	2	1	2	2	123.09066	40.080904	08/01/2018	5	3	Single	Single	1009.190002	2.550610065	9.038359642	67.47180176	199.9750061	30.10899925	157.647995	-15.81980038	58.60739899	12	14	HL3	HLf3	Liaoning	1.580434516	0.55450294	0.090684954	0.01545399	599.2879789	598.7292022	0	12710.52784	4502.913438	84.60810082	N	37	37	0.092649984	0.015710549	39	39	0.093284242	0.015787409	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
46	10	4	15	1	1	1	1	4	4	122.9946	41.108789	12/30/1899	1	3	Single	Single	1007.349976	2.482280016	11.26490021	50.03839874	213.4830017	31.22260094	130.220993	-12.78960037	52.9394989	12	14	HL1	nan	Liaoning	1.027957091	0.275084952	2.332234312	0.70662786	245.7615551	245.6856949	0	2896.087139	18.73745368	35.52783053	N	21	21	2.432635399	0.716256834	21	21	2.432635399	0.716256834	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
47	10	4	15	2	1	1	1	4	4	122.9946	41.108789	12/30/1899	1	3	Single	Single	1007.349976	2.482280016	11.26490021	50.03839874	213.4830017	31.22260094	130.220993	-12.78960037	52.9394989	47	38	HL1	nan	Liaoning	1.343727612	0.439089511	2.673847385	0.766547546	167.4064965	167.2219474	0	2388.249294	6.151635099	2.378632238	N	22	22	2.871189014	0.784056436	22	22	2.871189014	0.784056436	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
571	10	4	15	1	1	2	2	2	2	123.09066	40.080904	08/01/2018	5	3	Single	Single	1009.190002	2.550610065	9.038359642	67.47180176	199.9750061	30.10899925	157.647995	-15.81980038	58.60739899	23	17	HL1	HLf1	Liaoning	1.774660912	0.581794044	0.017233779	0.002417348	266.4194527	266.0924741	0.054496436	10222.9456	6695.759135	838.8772671	N	20	20	0.017138358	0.002398023	21	21	0.017970886	0.002504351	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.027248218	0	0	0	0	0	0	0	0	0	0	0.027248218
572	7	4	15	1	1	2	2	2	2	123.09066	40.080904	08/01/2018	5	3	Single	Single	1009.190002	2.550610065	9.038359642	67.47180176	199.9750061	30.10899925	157.647995	-15.81980038	58.60739899	47	38	HL1	HLf1	Liaoning	1.669982668	0.599608765	0.218331724	0.059258048	464.7215689	775.5012499	0.031649237	10668.37222	6187.109307	632.8581396	N	26	26	0.218996789	0.059336844	27	27	0.219265811	0.059366291	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
