Sample_number	N	Tick_Genus	Tick_species	Gender	Life_stage	Parasite	Bloodmeal	Animal host1	Animal host2	latitude	longtitude	colletion_date	Ecological_enviroment1	Ecological_enviroment2	Multiple_50km	Multiple_100km	meanpres	meanwind	meantemp	meanhum1	ssd	meanmaxtem	maxprec	meanmintem	meanprec	Zone_4	Zone_5	Clade	Clade_filtered	Province	Shannon_OTU95	Simpson_OTU95	OTU_new_Shannon_verfam2	OTU_new_Simpson_verfam2	Total_p1	Total_p2	Total_p4	Total_normalized	Total_vefam_normalized	Virus_rmEVE5_normalized	Excluded_lib	OTU_new_OV_verfam1	OTU_new_Chao1_verfam1	OTU_new_Shannon_verfam1	OTU_new_Simpson_verfam1	OTU_new_OV_verfam3	OTU_new_Chao1_verfam3	OTU_new_Shannon_verfam3	OTU_new_Simpson_verfam3	100km	10km	110km	120km	130km	140km	150km	160km	170km	180km	190km	200km	20km	30km	40km	50km	60km	70km	80km	90km	Jingmen_tick_virus_p5	Alongshan_virus_p5	Tamdy_virus_p5	Beiji_nairovirus_p5	Nairobi sheep_disease_virus_p5	Yezo_virus_p5	Thogoto_thogotovirus_p5	Songling_virus_p5	Severe_fever_with_thrombocytopenia_syndrome_virus_p5	Tacheng_tick_virus_2_p5	Eyach_virus_p5	Total_p5
575	5	4	15	1	1	2	2	2	2	124.93726	40.797993	08/01/2018	5	3	Single	Single	985.7990112	2.072940111	7.710460186	68.36450195	193.5939941	29.68429947	135.095993	-19.47019958	80.20030212	47	38	HL1	HLf1	Liaoning	1.737431982	0.509799561	0.617807664	0.210017452	649.6027763	649.2274859	0.100077457	11227.11451	2503.587714	6690.628379	N	30	30	0.62645958	0.211088227	30	30	0.62645958	0.211088227	Single	Single	Single	Single	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
608	5	4	15	1	1	2	2	2	2	122.2349	40.667855	06/01/2018	1	3	Single	Single	1016.179993	2.893769979	10.53339958	62.96160126	218.798996	30.4817009	150.0010071	-13.54950047	47.42020035	33	26	HL1	nan	Liaoning	0.218403399	0.046356494	0.004677765	0.000566396	126.7525021	142.0750759	1.54912908	53799.44306	52733.84164	482.9755009	N	19	19	0.004638651	0.00056257	20	20	0.004677765	0.000566396	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0.36810988	0	6.02779929	0	0	0	0	6.39590917
1137	10	4	15	2	1	2	1	2	2	106.4671043	35.34845998	05/28/2019	4	1	Multiple	Multiple	863.223999	1.908339977	10.13510036	62.16630173	179.7089996	30.94790077	74.84069824	-9.298879623	48.77690125	27	20	HL7	HLf8	Ningxia	0.96678967	0.236798302	2.52443315	0.797784082	267.243636	13122.02123	0	11358.98539	1913.937522	3093.72216	N	39	39	2.528535217	0.797930507	39	39	2.528535217	0.797930507	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1515	5	4	15	1	1	2	2	2	2	106.467104	35.34846	12/30/1899	4	1	Multiple	Multiple	863.223999	1.908339977	10.13510036	62.16630173	179.7089996	30.94790077	74.84069824	-9.298879623	48.77690125	20	21	HL6	HLf7	Ningxia	1.50179102	0.463042407	1.67367932	0.448545764	179.0456285	1978.567291	0	4147.860941	915.1967133	1067.090387	N	79	79	1.693855505	0.450588429	79	79	1.693855505	0.450588429	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1516	5	4	15	1	1	2	2	2	2	106.467104	35.34846	12/30/1899	4	1	Multiple	Multiple	863.223999	1.908339977	10.13510036	62.16630173	179.7089996	30.94790077	74.84069824	-9.298879623	48.77690125	6	6	HL6	HLf7	Ningxia	0.753873958	0.207109807	2.726107048	0.769340693	354.5998312	354.5332209	0.022203427	10928.30475	153.6588168	248.3453312	N	39	39	2.754336355	0.770816136	39	39	2.754336355	0.770816136	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1517	5	4	15	1	1	2	2	2	2	106.467104	35.34846	12/30/1899	4	1	Multiple	Multiple	863.223999	1.908339977	10.13510036	62.16630173	179.7089996	30.94790077	74.84069824	-9.298879623	48.77690125	19	12	HL6	HLf7	Ningxia	1.136870951	0.380282667	3.74038273	0.866274752	340.3985184	339.5225117	0	6743.366718	15.36324275	17.98390131	N	71	71	3.820734148	0.86988811	71	71	3.820734148	0.86988811	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1518	5	4	15	1	1	2	2	2	2	106.467104	35.34846	12/30/1899	4	1	Multiple	Multiple	863.223999	1.908339977	10.13510036	62.16630173	179.7089996	30.94790077	74.84069824	-9.298879623	48.77690125	19	12	HL6	HLf7	Ningxia	1.131433703	0.300486898	3.126020676	0.843731637	290.2360265	3837.807604	0	7332.276917	711.3282256	1033.385952	N	63	63	3.155456752	0.844797402	63	63	3.155456752	0.844797402	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1519	5	4	15	1	1	2	2	1	1	106.428701	35.326066	12/30/1899	4	1	Multiple	Multiple	860.6539917	2.121109962	9.965180397	62.39509964	179.5209961	30.58130074	73.55139923	-9.640259743	47.86389923	19	12	HL6	HLf7	Ningxia	1.473295257	0.466295873	3.273986924	0.837019546	286.7433721	286.6455499	0.008892922	3498.146417	19.76007235	1.227223215	N	53	53	3.513324925	0.852386223	53	53	3.513324925	0.852386223	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1520	5	4	15	1	1	2	2	1	1	106.428701	35.326066	12/30/1899	4	1	Multiple	Multiple	860.6539917	2.121109962	9.965180397	62.39509964	179.5209961	30.58130074	73.55139923	-9.640259743	47.86389923	19	12	HL6	HLf7	Ningxia	1.025155998	0.299311633	2.735266739	0.789616803	355.9554988	355.3506917	0.053053253	7439.042316	147.2439997	216.308725	N	39	39	2.818206875	0.7942874	39	39	2.818206875	0.7942874	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1521	5	4	15	1	1	2	2	1	1	106.428701	35.326066	12/30/1899	4	1	Multiple	Multiple	860.6539917	2.121109962	9.965180397	62.39509964	179.5209961	30.58130074	73.55139923	-9.640259743	47.86389923	20	21	HL6	HLf7	Ningxia	1.865249039	0.586637123	2.647040732	0.778643351	186.4743664	193.4080308	0.008958223	2499.272503	177.3817701	284.3071178	N	44	44	2.779088786	0.7867036	44	44	2.779088786	0.7867036	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1522	3	4	15	1	1	2	2	1	1	106.428701	35.326066	12/30/1899	4	1	Multiple	Multiple	860.6539917	2.121109962	9.965180397	62.39509964	179.5209961	30.58130074	73.55139923	-9.640259743	47.86389923	20	21	HL6	HLf7	Ningxia	1.663441846	0.486379346	3.220227827	0.843734712	287.4459058	287.5155511	0.029847971	4750.642791	491.7652136	770.435816	N	77	77	3.256711301	0.845086103	77	77	3.256711301	0.845086103	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
1523	5	4	15	1	1	2	2	2	2	106.432222	35.305278	12/30/1899	4	1	Multiple	Multiple	866.71698	2.121109962	10.31949997	62.86819839	176.2599945	30.88220024	73.82379913	-9.235980034	48.21099854	36	29	HL6	HLf7	Ningxia	0.714152241	0.212666048	1.880106213	0.562208491	1477.749333	1479.62799	1283.259451	14520.13694	307.3658339	697.6469601	N	29	29	1.920397116	0.565978399	29	29	1.920397116	0.565978399	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	262.9042941	0	0	0	0	0	0	262.9042941
289	10	4	15	1	1	2	1	2	2	106.4661111	35.43333333	06/23/2018	4	1	Multiple	Multiple	857.7780151	1.908339977	9.822750092	61.6053009	183.0700073	30.67200089	74.51760101	-9.660920143	48.40530014	6	6	HL7	HLf8	Ningxia	0.841824335	0.233867168	1.426823607	0.338293377	790.5831418	783.5240879	0	21341.09543	640.1187132	728.8280052	N	49	49	1.572774261	0.362163752	49	49	1.572774261	0.362163752	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
290	20	4	15	2	1	2	1	2	2	106.4661111	35.43333333	06/23/2018	4	1	Multiple	Multiple	857.7780151	1.908339977	9.822750092	61.6053009	183.0700073	30.67200089	74.51760101	-9.660920143	48.40530014	36	29	HL7	HLf8	Ningxia	0.984375919	0.249239647	2.65684619	0.810980048	807.916032	14798.70418	0.053646483	25317.8943	3590.264043	3871.076558	N	39	39	2.674244298	0.811649336	39	39	2.674244298	0.811649336	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0.053646483	0	0	0	0.053646483
1348	7	4	15	1	1	1	1	4	4	104.240278	29.711667	07/26/2019	1	2	Single	Multiple	972.1630249	1.585409999	18.56100082	77.03959656	96.3859024	32.54510117	125.3850021	4.57145977	89.88259888	48	39	HL1	HLf1	Sichuan	1.175392067	0.35540225	3.592895592	0.885503075	621.5845704	621.0621426	0.069657037	7270.441635	9.577842599	5.665439016	N	38	38	3.829136261	0.899574744	39	39	3.901675025	0.903868946	Multiple	Single	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Single	Single	Single	Single	Single	Single	Single	Multiple	0.046438025	0	0	0	0	0	0	0	0	0	0	0.046438025
1358	3	4	15	1	1	2	2	2	2	103.386389	29.497222	07/24/2019	3	2	Multiple	Multiple	748.4420166	1.894459963	6.541399956	84.70149994	102.0670013	26.87989998	117.4940033	-6.807109833	148.6410065	15	10	HL1	HLf1	Sichuan	0.82564272	0.241192543	2.850884732	0.789759641	217.2095674	216.8547003	0	5088.841537	3.332665618	2.792650355	N	18	18	2.928448711	0.795255774	18	18	2.928448711	0.795255774	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	Multiple	0	0	0	0	0	0	0	0	0	0	0	0
365	24	4	15	1	nan	1	1	4	4	117.37544	36.590487	12/30/1899	1	1	Single	Single	982.6900024	2.214319944	13.99409962	58.59379959	189.651001	32.29880142	198.4579926	-6.493989944	64.709198	35	28	HL4	HLf4	Shandong	2.33977773	0.726900091	0.862291251	0.295923624	795.2799692	794.3455214	0	10098.03227	3918.840457	1503.305875	N	44	44	0.870354991	0.296811057	44	44	0.870354991	0.296811057	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
366	29	4	15	2	nan	1	1	4	4	117.37544	36.590487	12/30/1899	1	1	Single	Single	982.6900024	2.214319944	13.99409962	58.59379959	189.651001	32.29880142	198.4579926	-6.493989944	64.709198	18	20	HL4	HLf4	Shandong	1.795141983	0.505133641	1.832069613	0.535137446	999.6529294	1558.05914	0.033309181	8545.403728	941.0620803	792.2477634	N	58	58	1.901479687	0.542125856	58	58	1.901479687	0.542125856	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
368	12	4	15	1	nan	1	1	4	4	117.37098	36.477654	12/30/1899	2	1	Single	Single	974.7219849	2.198440075	13.59070015	59.1216011	190.0839996	32.02920151	200.5910034	-6.788430214	65.73970032	18	20	HL4	HLf4	Shandong	2.567875306	0.753732427	0.714174947	0.215932638	715.3189427	714.1646247	0	2298.605437	1242.616726	819.6056061	N	36	36	0.731003155	0.218059248	36	36	0.731003155	0.218059248	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
369	25	4	15	2	nan	1	1	4	4	117.37098	36.477654	12/30/1899	2	1	Single	Single	974.7219849	2.198440075	13.59070015	59.1216011	190.0839996	32.02920151	200.5910034	-6.788430214	65.73970032	20	13	HL4	HLf4	Shandong	1.697856791	0.469003832	1.337182714	0.421321219	840.7711454	1742.142833	0.051684897	11331.44857	2224.698876	1290.636491	N	49	49	1.342694085	0.421179327	50	50	1.367376937	0.424515541	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0.012921224	0	0	0	0	0	0	0	0.012921224
385	14	4	15	1	nan	1	1	4	4	117.95748	35.681016	12/30/1899	2	1	Single	Single	997.2230225	2.366770029	14.58409977	62.56790161	186.0200043	32.40110016	175.1880035	-6.286190033	62.10219955	18	20	HL4	HLf4	Shandong	1.136227011	0.32342072	0.895400138	0.304093761	1372.302991	5888.071233	0	17925.18973	2052.081254	2.413027601	N	41	41	0.915891848	0.306534745	42	42	0.916011122	0.306544087	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
386	14	4	15	1	nan	1	1	4	4	117.95748	35.681016	12/30/1899	2	1	Single	Single	997.2230225	2.366770029	14.58409977	62.56790161	186.0200043	32.40110016	175.1880035	-6.286190033	62.10219955	18	20	HL4	HLf4	Shandong	1.151187465	0.325976655	0.451225282	0.100729063	1314.381273	1310.59636	0	15311.37543	974.652123	46.74442185	N	37	37	0.463003375	0.101547844	38	38	0.496033853	0.10805951	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
387	14	4	15	1	nan	1	1	4	4	117.95748	35.681016	12/30/1899	2	1	Single	Single	997.2230225	2.366770029	14.58409977	62.56790161	186.0200043	32.40110016	175.1880035	-6.286190033	62.10219955	37	30	HL4	HLf4	Shandong	1.005172297	0.275085567	0.492399551	0.116510979	1391.58577	1389.511989	0	18421.47842	828.2010233	288.6703674	N	36	36	0.545989846	0.125199056	37	37	0.546134314	0.12521325	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
388	25	4	15	2	nan	1	1	4	4	117.95748	35.681016	12/30/1899	2	1	Single	Single	997.2230225	2.366770029	14.58409977	62.56790161	186.0200043	32.40110016	175.1880035	-6.286190033	62.10219955	37	30	HL4	HLf4	Shandong	1.934896058	0.517348	1.117516677	0.297881849	1238.882729	1224.819688	0	10897.06571	698.4458392	2116.676848	N	46	46	1.198545713	0.309744421	46	46	1.198545713	0.309744421	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
408	23	4	15	1	nan	1	1	4	4	119.31606	35.741605	12/30/1899	2	1	Single	Single	1007.5	2.170360088	14.08850002	66.45629883	175.845993	31.7942009	168.1210022	-5.27200985	56.94100189	37	30	HL4	HLf4	Shandong	1.737288634	0.48985535	0.310181148	0.069514495	795.1910308	1860.531336	0	11543.92593	1737.217144	789.654664	N	47	47	0.321060388	0.071080357	47	47	0.321060388	0.071080357	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
409	33	4	15	2	nan	1	1	4	4	119.31606	35.741605	12/30/1899	2	1	Single	Single	1007.5	2.170360088	14.08850002	66.45629883	175.845993	31.7942009	168.1210022	-5.27200985	56.94100189	8	4	HL4	HLf4	Shandong	1.763364453	0.423409272	1.728236242	0.581486689	980.2139267	4840.595222	0.06192976	15992.41104	1382.767691	3368.710606	N	51	51	1.757477874	0.583798627	51	51	1.757477874	0.583798627	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0.041286507	0	0	0	0	0	0	0	0.041286507
41	10	4	15	1	1	1	1	4	4	116.7772222	36.04361111	08/01/2017	2	1	Single	Single	957.1589966	2.232939959	12.2578001	64.66490173	196.8710022	31.91909981	170.7359924	-7.786159992	64.3513031	35	28	HL1	nan	Shandong	1.925863888	0.553112807	1.401825847	0.405865165	454.0460742	453.4450356	0	11968.403	6731.230738	101.9453798	N	47	47	1.419340669	0.407718266	47	47	1.419340669	0.407718266	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
43	10	4	15	1	1	1	1	4	4	116.8061111	36.06527778	08/01/2017	2	1	Single	Single	957.1589966	2.232939959	12.2578001	64.66490173	196.8710022	31.91909981	170.7359924	-7.786159992	64.3513031	43	35	HL1	nan	Shandong	2.195927	0.562248659	2.309731543	0.727405311	470.6320616	469.8228908	0	5277.060847	650.3137827	97.57378531	N	37	37	2.382786556	0.732786295	37	37	2.382786556	0.732786295	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
44	10	4	15	1	1	1	1	4	4	117.3780556	36.58611111	08/01/2017	1	1	Single	Single	982.6900024	2.214319944	13.99409962	58.59379959	189.651001	32.29880142	198.4579926	-6.493989944	64.709198	43	35	HL1	nan	Shandong	2.41878731	0.638960912	1.769885087	0.537147622	443.5541302	443.1606759	0	3720.398795	1405.471166	201.3699029	N	33	33	1.803126944	0.540863236	33	33	1.803126944	0.540863236	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
45	10	4	15	2	1	1	1	4	4	117.3780556	36.58611111	08/01/2017	1	1	Single	Single	982.6900024	2.214319944	13.99409962	58.59379959	189.651001	32.29880142	198.4579926	-6.493989944	64.709198	27	27	HL1	nan	Shandong	2.107027565	0.617649192	1.918369477	0.603184705	570.0182406	569.5123795	0	4226.452035	1343.061216	108.0798402	N	38	38	1.959990995	0.607402968	38	38	1.959990995	0.607402968	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1023	20	4	15	1	1	1	1	4	4	113.51448	36.150248	05/27/2019	2	1	Single	Single	932.0720215	2.365420103	12.27400017	58.03760147	178.2700043	32.5245018	148.6490021	-7.956860065	48.33860016	34	27	HL6	HLf7	Shanxi	1.868612882	0.542209372	1.098834528	0.33165686	704.4186275	4637.295873	0	8833.586841	1482.629302	2219.544086	N	46	46	1.154066022	0.339247898	46	46	1.154066022	0.339247898	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.35198932	0	0	0	0	0	0	0	0	0	0	0.35198932
1203	13	4	15	1	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	50	41	HL4	HLf6	Shanxi	0.927072014	0.258027042	2.674697884	0.801373223	613.5896944	6072.567344	25.20032348	14736.67401	403.10972	670.7783073	N	47	47	2.753839159	0.805434331	47	47	2.753839159	0.805434331	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	220.5982862	0	0	0	0	220.5982862
1204	13	4	15	1	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	39	32	HL4	HLf6	Shanxi	0.826061695	0.24778863	3.395067624	0.858597065	527.6903716	527.1175784	0.0092386	12813.06094	8.721238677	1.191779438	N	42	42	3.74307262	0.881983907	42	42	3.74307262	0.881983907	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1205	13	4	15	1	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	39	32	HL4	HLf6	Shanxi	0.790261241	0.227066716	3.37056408	0.852298814	459.427729	457.6995313	0	12116.97658	8.859287428	0.472980438	N	41	41	3.672601425	0.872409055	41	41	3.672601425	0.872409055	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1206	20	4	15	2	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	39	32	HL4	HLf6	Shanxi	0.766275271	0.204974823	3.462229489	0.839706671	474.9978842	471.6116016	0.014348655	14894.7651	12.48333009	315.0390753	N	46	46	3.813568134	0.86808902	46	46	3.813568134	0.86808902	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1207	20	4	15	2	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	39	32	HL4	HLf6	Shanxi	0.609680804	0.159710073	3.548697141	0.863515607	523.2467341	520.9629038	0	21115.04681	44.74060967	443.9990712	N	57	57	3.842037265	0.88236782	57	57	3.842037265	0.88236782	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1208	20	4	15	2	1	1	1	4	4	104.07642	38.6518	06/13/2019	6	1	Single	Single	871.8309937	2.435600042	10.46889973	43.34809875	251.5549927	31.63710022	51.15330124	-13.59959984	13.75510025	39	32	HL4	HLf6	Shanxi	0.62092028	0.163159168	2.266697936	0.626096292	423.8046531	415.266274	0.01297626	20915.27869	160.0362151	785.816356	N	45	45	2.601471479	0.670234565	45	45	2.601471479	0.670234565	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1372	13	4	15	1	1	2	1	2	2	108.825999	34.066419	08/04/2019	1	1	Single	Single	960.0200195	2.024990082	14.83069992	66.50209808	149.7839966	34.51620102	94.37999725	-4.051730156	54.20619965	39	32	HL5	HLf5	Shaanxi	0.813008425	0.19899391	2.827603922	0.763825343	641.824784	640.7014913	0.821921479	3753.386625	45.64403945	2694.272306	N	41	41	2.999201495	0.778662661	41	41	2.999201495	0.778662661	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.027397383	0	0	0	0	0	0	0	0	0	0	0.027397383
1373	6	4	15	1	1	2	1	2	2	108.825999	34.066419	08/04/2019	1	1	Single	Single	960.0200195	2.024990082	14.83069992	66.50209808	149.7839966	34.51620102	94.37999725	-4.051730156	54.20619965	33	27	HL6	HLf7	Shaanxi	0.688204716	0.169390034	3.298033159	0.847906278	625.133359	624.7697215	2.491590646	13813.71524	6.545475967	177.2531054	N	32	32	3.657596447	0.873663438	32	32	3.657596447	0.873663438	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.740743165	0	0	0	0	0	0	0	0	0	0	0.740743165
1402	5	4	15	1	1	2	2	2	2	108.825999	34.066419	08/04/2019	1	1	Single	Single	960.0200195	2.024990082	14.83069992	66.50209808	149.7839966	34.51620102	94.37999725	-4.051730156	54.20619965	37	30	HL1	HLf1	Shaanxi	1.177725269	0.338190553	2.556761961	0.738391974	82.99366957	83.22914972	0	1791.807685	4.304053798	81.56770646	N	24	24	2.725149218	0.753135881	24	24	2.725149218	0.753135881	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1403	5	4	15	1	1	2	2	2	2	108.825999	34.066419	08/04/2019	1	1	Single	Single	960.0200195	2.024990082	14.83069992	66.50209808	149.7839966	34.51620102	94.37999725	-4.051730156	54.20619965	37	30	HL1	nan	Shaanxi	1.442128701	0.492635651	2.976423185	0.814038777	89.0750564	89.03851029	0.024364075	962.2347587	2.75314042	1.754213365	N	21	21	3.119223639	0.823903163	21	21	3.119223639	0.823903163	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0	0	0	0	0	0	0	0	0	0	0	0
1404	5	4	15	1	1	2	2	2	2	108.825999	34.066419	08/04/2019	1	1	Single	Single	960.0200195	2.024990082	14.83069992	66.50209808	149.7839966	34.51620102	94.37999725	-4.051730156	54.20619965	37	30	HL1	nan	Shaanxi	1.52264644	0.433146333	3.292784613	0.864751165	60.66395012	60.61575632	0.024096902	1064.625216	2.445835526	43.0370665	N	28	28	3.546476255	0.882365668	28	28	3.546476255	0.882365668	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	Single	0.012048451	0	0	0	0	0	0	0	0	0	0	0.012048451
